output/timit/recorder_2024-02-14_17-41-53_906716.wav	0	timit		The shelter shown would provide almost absolute fallout protection.
output/timit/recorder_2024-02-14_17-42-01_873653.wav	0	timit		Our entire economy will have a terrific uplift.
output/timit/recorder_2024-02-14_17-42-12_156721.wav	0	timit		Only rarely is attention given to accurate progress reports and evaluation.
output/arctic/recorder_2024-02-14_17-43-15_305250.wav	0	arctic		She was his now, forever.
output/arctic/recorder_2024-02-14_17-43-19_038649.wav	0	arctic		I am going to surprise father, and you will go with Pierre.
output/timit/recorder_2024-02-14_17-44-22_771345.wav	0	timit		Do atypical farmers grow oats?
output/timit/recorder_2024-02-14_17-44-37_286601.wav	0	timit		But our stumping tour of the south wasn't all misery.
output/commands/recorder_2024-02-14_17-52-29_954562.wav	0	commands		no
output/commands/recorder_2024-02-14_17-54-35_718663.wav	0	commands		no
output/commands/recorder_2024-02-14_17-54-59_220368.wav	0	commands		three
output/commands/recorder_2024-02-14_17-55-14_002089.wav	0	commands		right
output/commands/recorder_2024-02-14_17-57-13_700376.wav	0	commands		right
output/commands/recorder_2024-02-14_17-57-55_348275.wav	0	commands		go
output/arctic/recorder_2024-02-14_18-03-01_065678.wav	0	arctic		Two days ago Jeanne learned where her father's men were hiding.
